timestamp_nano,timestamp_iso,symbol,open,high,low,close,volume
1738887300000000000,2025-02-07T00:15:00+00:00,ETHUSDT-LINEAR,2702.23,2714.47,2700.0,2707.85,11724.0
1738888200000000000,2025-02-07T00:30:00+00:00,ETHUSDT-LINEAR,2707.85,2712.83,2686.03,2686.45,7905.37
1738889100000000000,2025-02-07T00:45:00+00:00,ETHUSDT-LINEAR,2686.45,2691.65,2677.98,2686.28,16407.22
1738890000000000000,2025-02-07T01:00:00+00:00,ETHUSDT-LINEAR,2686.28,2703.05,2685.8,2699.24,8229.62
1738890900000000000,2025-02-07T01:15:00+00:00,ETHUSDT-LINEAR,2699.24,2705.52,2693.31,2701.55,6480.33
1738891800000000000,2025-02-07T01:30:00+00:00,ETHUSDT-LINEAR,2701.55,2708.54,2689.35,2703.4,6750.6
1738892700000000000,2025-02-07T01:45:00+00:00,ETHUSDT-LINEAR,2703.4,2739.05,2701.55,2716.66,50404.21
1738893600000000000,2025-02-07T02:00:00+00:00,ETHUSDT-LINEAR,2716.66,2726.42,2711.41,2721.8,13998.85
1738894500000000000,2025-02-07T02:15:00+00:00,ETHUSDT-LINEAR,2721.8,2732.87,2715.02,2722.19,7233.01
1738895400000000000,2025-02-07T02:30:00+00:00,ETHUSDT-LINEAR,2722.19,2728.86,2717.71,2721.4,10846.6
1738896300000000000,2025-02-07T02:45:00+00:00,ETHUSDT-LINEAR,2721.4,2727.62,2718.3,2723.84,3619.51
1738897200000000000,2025-02-07T03:00:00+00:00,ETHUSDT-LINEAR,2723.84,2734.99,2721.32,2724.13,7326.82
1738898100000000000,2025-02-07T03:15:00+00:00,ETHUSDT-LINEAR,2724.13,2726.69,2716.67,2719.29,7171.0
1738899000000000000,2025-02-07T03:30:00+00:00,ETHUSDT-LINEAR,2719.29,2719.29,2701.92,2705.15,23863.58
1738899900000000000,2025-02-07T03:45:00+00:00,ETHUSDT-LINEAR,2705.15,2715.0,2704.89,2714.39,5864.45
1738900800000000000,2025-02-07T04:00:00+00:00,ETHUSDT-LINEAR,2714.39,2726.44,2712.18,2723.71,4727.91
1738901700000000000,2025-02-07T04:15:00+00:00,ETHUSDT-LINEAR,2723.71,2728.68,2720.33,2721.1,4596.84
